chrom	start	end	gene_symbol	gene_id	gene_biotype
chr4	99022311	99023131	ABT1P1	ENSG00000250496	processed_pseudogene
chr4	148703526	148703832	ATP5MGP4	ENSG00000225176	processed_pseudogene
chr4	95644952	95645293	RPL30P6	ENSG00000242936	processed_pseudogene
chr4	145098288	145129524	ABCE1	ENSG00000164163	protein_coding
chr4	37826660	37862937	PGM2	ENSG00000169299	protein_coding
chr4	190081118	190082386	DUX4L4	ENSG00000258834	unprocessed_pseudogene
chr4	155208636	155217078	NPY2R	ENSG00000185149	protein_coding
chr4	120895494	120897083	SETP12	ENSG00000251609	processed_pseudogene
chr4	164197007	164197711	ANP32C	ENSG00000248546	processed_pseudogene
chr4	189472965	189475192	HSP90AA4P	ENSG00000205100	transcribed_processed_pseudogene
chr4	128155389	128156204	FOSL1P1	ENSG00000248394	processed_pseudogene
chr4	186328716	186329601	SLC25A5P6	ENSG00000213332	processed_pseudogene
chr4	189940870	189963202	FRG1	ENSG00000109536	protein_coding
chr4	184988997	185005186	LINC02437	ENSG00000248517	lncRNA
chr4	190041342	190043414	AGGF1P1	ENSG00000214273	processed_pseudogene
chr4	92182477	92184052	PMPCAP1	ENSG00000248817	processed_pseudogene
chr4	188159705	188161157	LINC02434	ENSG00000248370	lncRNA
chr4	165361194	165498547	CPE	ENSG00000109472	protein_coding
chr4	165070608	165208549	TMEM192	ENSG00000170088	protein_coding
chr4	190057902	190063005	CLUHP4	ENSG00000249003	unprocessed_pseudogene
chr4	56530606	56603507	THEGL	ENSG00000249693	protein_coding
chr4	64430909	64433215	DPP3P1	ENSG00000250768	processed_pseudogene
chr4	88709298	88730103	FAM13A-AS1	ENSG00000248019	lncRNA
chr4	74917822	74918138	HSPE1P23	ENSG00000250356	processed_pseudogene
chr4	98976800	98977117	NDUFS5P4	ENSG00000251437	processed_pseudogene
chr4	147567606	147594589	LINC02507	ENSG00000251688	lncRNA
chr4	129771596	129975329	LINC02465	ENSG00000249618	lncRNA
chr4	175790307	175812189	GPM6A-DT	ENSG00000249106	lncRNA
chr4	147609552	147617245	TMEM184C-DT	ENSG00000251298	lncRNA
chr4	131857343	131857913	RPL7AP28	ENSG00000184139	processed_pseudogene
chr4	350157	350252	MIR571	ENSG00000207642	miRNA
chr4	2250077	2250156	MIR4800	ENSG00000284276	miRNA
chr4	2316197	2316506	RN7SL589P	ENSG00000239247	misc_RNA
chr4	2615124	2615224	Y_RNA	ENSG00000206738	misc_RNA
chr4	4920770	4921064	RN7SKP113	ENSG00000200761	misc_RNA
chr4	5923275	5923328	MIR378D1	ENSG00000263631	miRNA
chr4	7112088	7112399	RN7SKP36	ENSG00000200867	misc_RNA
chr4	7310450	7310524	MIR4798	ENSG00000264658	miRNA
chr4	6997012	6997328	RN7SKP292	ENSG00000202392	misc_RNA
chr4	9556168	9556316	MIR548I2	ENSG00000221275	miRNA
chr4	9711953	9712233	Metazoa_SRP	ENSG00000203436	misc_RNA
chr4	8393015	8393124	RNA5SP152	ENSG00000202054	rRNA_pseudogene
chr4	10078611	10078692	MIR3138	ENSG00000264931	miRNA
chr4	10115756	10115884	RNA5SP155	ENSG00000223086	rRNA_pseudogene
chr4	9792751	9792861	RNA5SP154	ENSG00000252002	rRNA_pseudogene
chr4	11414051	11414160	RNA5SP156	ENSG00000222182	rRNA_pseudogene
chr4	12312588	12312690	RNU6-578P	ENSG00000212282	snRNA
chr4	13627865	13627957	MIR5091	ENSG00000266240	miRNA
chr4	14690710	14690832	SNORA63	ENSG00000202449	snoRNA
chr4	15093767	15094094	RN7SKP170	ENSG00000199420	misc_RNA
chr4	11368827	11368921	MIR572	ENSG00000207716	miRNA
chr4	17320746	17320882	SNORA75B	ENSG00000206780	snoRNA
chr4	13051342	13051411	U6	ENSG00000283271	snRNA
chr4	24520192	24520290	MIR573	ENSG00000207697	miRNA
chr4	24563193	24563461	RN7SL16P	ENSG00000243005	misc_RNA
chr4	22118983	22119089	RNU6-420P	ENSG00000239001	snRNA
chr4	20528275	20528384	MIR218-1	ENSG00000207732	miRNA
chr4	21464700	21464758	MIR7978	ENSG00000283281	miRNA
chr4	19181814	19181856	RNA5SP157	ENSG00000251816	rRNA_pseudogene
chr4	28711198	28711476	RN7SL101P	ENSG00000243548	misc_RNA
chr4	28819582	28819668	MIR4275	ENSG00000283275	miRNA
chr4	25598564	25598625	RNU7-126P	ENSG00000238632	snRNA
chr4	29510635	29510737	U6	ENSG00000283666	snRNA
chr4	37699895	37700002	Y_RNA	ENSG00000207075	misc_RNA
chr4	36426366	36426428	MIR1255B1	ENSG00000283207	miRNA
chr4	27223319	27223427	Y_RNA	ENSG00000222206	misc_RNA
chr4	38758791	38758892	RNA5SP158	ENSG00000222230	rRNA_pseudogene
chr4	35495898	35496003	RNU6-573P	ENSG00000206665	snRNA
chr4	38868032	38868127	MIR574	ENSG00000207944	miRNA
chr4	39710085	39710176	Y_RNA	ENSG00000252975	misc_RNA
chr4	39761000	39761298	RN7SL558P	ENSG00000243260	misc_RNA
chr4	40077884	40077982	RNU6-1112P	ENSG00000200455	snRNA
chr4	40502040	40502119	MIR4802	ENSG00000263642	miRNA
chr4	40826655	40826765	Y_RNA	ENSG00000207195	misc_RNA
chr4	40377452	40377513	RNU7-74P	ENSG00000239010	snRNA
chr4	40990154	40990273	RNA5SP160	ENSG00000201736	rRNA_pseudogene
chr4	41084607	41084713	RNU6-836P	ENSG00000199790	snRNA
chr4	41113942	41114045	RNU6-1195P	ENSG00000207198	snRNA
chr4	41771945	41772103	RNU1-49P	ENSG00000200338	snRNA
chr4	39936753	39936855	RNA5SP159	ENSG00000252970	rRNA_pseudogene
chr4	37241910	37241991	MIR4801	ENSG00000264319	miRNA
chr4	41303237	41303337	Y_RNA	ENSG00000207481	misc_RNA
chr4	42892396	42892618	RN7SKP82	ENSG00000252595	misc_RNA
chr4	39621012	39621073	RNU7-11P	ENSG00000252796	snRNA
chr4	45480030	45480136	RNU6-931P	ENSG00000200720	snRNA
chr4	46531237	46531342	RNU6-412P	ENSG00000252243	snRNA
chr4	39297605	39297711	RNU6-32P	ENSG00000206675	snRNA
chr4	43863274	43863549	RN7SL193P	ENSG00000239679	misc_RNA
chr4	45995119	45995423	RN7SKP199	ENSG00000222257	misc_RNA
chr4	48932755	48932854	RNU6-158P	ENSG00000252913	snRNA
chr4	43598544	43598844	RN7SL691P	ENSG00000239464	misc_RNA
chr4	48574453	48574520	RNU5E-3P	ENSG00000251722	snRNA
chr4	47652669	47652743	MIR8053	ENSG00000277388	miRNA
chr4	55798636	55798731	RNU6-276P	ENSG00000251923	snRNA
chr4	55540502	55540835	RN7SKP30	ENSG00000223305	misc_RNA
chr4	52494849	52494952	RNU6-1252P	ENSG00000199924	snRNA
chr4	53265461	53265567	RNU6-310P	ENSG00000207385	snRNA
chr4	59533786	59533898	Y_RNA	ENSG00000199780	misc_RNA
chr4	60922619	60922684	MIR548AG1	ENSG00000265829	miRNA
chr4	61906313	61906408	Y_RNA	ENSG00000202169	misc_RNA
chr4	59834063	59834167	RNU6-1325P	ENSG00000201775	snRNA
chr4	55885595	55885701	RNU6-652P	ENSG00000202358	snRNA
chr4	66897262	66897371	RNU6-699P	ENSG00000252890	snRNA
chr4	66276824	66276928	MIR1269A	ENSG00000221563	miRNA
chr4	64397694	64397787	RNU6-191P	ENSG00000252104	snRNA
chr4	67429591	67429754	RNU1-63P	ENSG00000206629	snRNA
chr4	67439992	67440118	RNA5SP527	ENSG00000274759	rRNA
chr4	59833175	59833276	Y_RNA	ENSG00000201676	misc_RNA
chr4	68003895	68004001	RNU6-95P	ENSG00000207428	snRNA
chr4	67747236	67747386	SNORA62	ENSG00000202374	snoRNA
chr4	73026748	73026873	RNU6ATAC5P	ENSG00000210839	snRNA
chr4	71759518	71759616	RNA5SP163	ENSG00000222236	rRNA_pseudogene
chr4	72965178	72965303	RNU4ATAC9P	ENSG00000252955	snRNA
chr4	81334303	81334418	RNU5A-2P	ENSG00000207065	snRNA
chr4	82402638	82402706	SNORD42	ENSG00000202440	snoRNA
chr4	82174547	82174653	RNU6-499P	ENSG00000202485	snRNA
chr4	84233657	84233763	RNU6-774P	ENSG00000200108	snRNA
chr4	85100496	85100823	RN7SKP48	ENSG00000201901	misc_RNA
chr4	82753337	82753430	MIR575	ENSG00000207746	miRNA
chr4	93820171	93820280	RNA5SP164	ENSG00000252342	rRNA_pseudogene
chr4	84687725	84688000	RN7SL552P	ENSG00000239466	misc_RNA
chr4	84886386	84886486	RNU6-469P	ENSG00000252062	snRNA
chr4	82944738	82944845	Y_RNA	ENSG00000199530	misc_RNA
chr4	83003412	83003517	RNU6-615P	ENSG00000251874	snRNA
chr4	88684848	88684954	RNU6-33P	ENSG00000207524	snRNA
chr4	95868667	95868764	RNU6-1059P	ENSG00000200622	snRNA
chr4	85722468	85722533	MIR4451	ENSG00000266421	miRNA
chr4	96348734	96349038	RN7SKP28	ENSG00000201640	misc_RNA
chr4	98966815	98966873	RNU7-149P	ENSG00000252548	snRNA
chr4	98997387	98997460	MIR3684	ENSG00000265213	miRNA
chr4	101723876	101723980	RNU6-462P	ENSG00000199529	snRNA
chr4	107435118	107435220	RNU6-551P	ENSG00000252470	snRNA
chr4	96152297	96152403	RNU6-34P	ENSG00000201744	snRNA
chr4	103924540	103924641	RNU6-635P	ENSG00000252460	snRNA
chr4	83636196	83636290	Y_RNA	ENSG00000201633	misc_RNA
chr4	108652150	108652256	RNU6-431P	ENSG00000206601	snRNA
chr4	116299725	116299768	MIR1973	ENSG00000284253	miRNA
chr4	90370123	90370427	RN7SKP248	ENSG00000252087	misc_RNA
chr4	118279190	118279320	SNORA24	ENSG00000275994	snoRNA
chr4	114656759	114656854	MIR577	ENSG00000207931	miRNA
chr4	109450772	109451068	RN7SL55P	ENSG00000243227	misc_RNA
chr4	109488698	109488795	MIR576	ENSG00000207988	miRNA
chr4	101240795	101240872	MIR8066	ENSG00000273882	miRNA
chr4	101330302	101330414	MIR1255A	ENSG00000221265	miRNA
chr4	118606450	118606553	RNU6-1054P	ENSG00000223225	snRNA
chr4	121061172	121061478	RN7SKP137	ENSG00000223006	misc_RNA
chr4	121192797	121192903	RNU6-948P	ENSG00000252183	snRNA
chr4	119434005	119434108	RNU6-1217P	ENSG00000223208	snRNA
chr4	116839279	116839385	RNU6-119P	ENSG00000201752	snRNA
chr4	120810469	120810569	RNU6-550P	ENSG00000212359	snRNA
chr4	127028107	127028219	Y_RNA	ENSG00000199862	misc_RNA
chr4	131720260	131720543	RN7SL205P	ENSG00000241392	misc_RNA
chr4	127891991	127892082	RNU6-583P	ENSG00000251821	snRNA
chr4	119947131	119947232	Y_RNA	ENSG00000200553	misc_RNA
chr4	135995929	135996092	RNU1-89P	ENSG00000207322	snRNA
chr4	131273242	131273348	RNU6-224P	ENSG00000206782	snRNA
chr4	121329069	121329170	Y_RNA	ENSG00000207148	misc_RNA
chr4	114799331	114799629	RN7SL808P	ENSG00000240637	misc_RNA
chr4	140779039	140779141	Y_RNA	ENSG00000222613	misc_RNA
chr4	131768140	131768249	SNORA70	ENSG00000252014	snoRNA
chr4	140700835	140700942	RNY1P14	ENSG00000207155	misc_RNA
chr4	145958128	145958240	Y_RNA	ENSG00000201314	misc_RNA
chr4	135315418	135315522	U6	ENSG00000283432	snRNA
chr4	145035132	145035436	RN7SKP235	ENSG00000222594	misc_RNA
chr4	145149537	145149649	Y_RNA	ENSG00000238713	misc_RNA
chr4	148557947	148558048	RNA5SP166	ENSG00000201846	rRNA_pseudogene
chr4	148991572	148991633	RNU7-197P	ENSG00000239168	snRNA
chr4	149934376	149934483	RNU6-1230P	ENSG00000207121	snRNA
chr4	149907560	149907675	RNA5SP167	ENSG00000202331	rRNA_pseudogene
chr4	150209706	150209768	RNU7-194P	ENSG00000238721	snRNA
chr4	147745303	147745417	RNA5SP165	ENSG00000252951	rRNA_pseudogene
chr4	139794125	139794433	RN7SKP253	ENSG00000252233	misc_RNA
chr4	147782595	147782668	MIR4799	ENSG00000264274	miRNA
chr4	150970671	150970782	RNA5SP168	ENSG00000252451	rRNA_pseudogene
chr4	147808926	147809209	RN7SL254P	ENSG00000240014	misc_RNA
chr4	151576766	151576916	RN7SKP35	ENSG00000253019	misc_RNA
chr4	151102057	151102128	SNORD73B	ENSG00000201264	snoRNA
chr4	147344629	147344717	MIR548G	ENSG00000221369	miRNA
chr4	151300518	151300613	RNU6-1282P	ENSG00000252544	snRNA
chr4	151971497	151971613	RNA5SP169	ENSG00000253077	rRNA_pseudogene
chr4	151103827	151103891	SNORD73A	ENSG00000208797	snoRNA
chr4	154543933	154544037	RNU6-1285P	ENSG00000200350	snRNA
chr4	157201562	157201668	RNU6-582P	ENSG00000199859	snRNA
chr4	157064557	157064663	Y_RNA	ENSG00000252524	misc_RNA
chr4	159064297	159064398	Y_RNA	ENSG00000206978	misc_RNA
chr4	152489327	152489416	MIR3140	ENSG00000264678	miRNA
chr4	158909373	158909450	SNORD39	ENSG00000274535	snoRNA
chr4	156986372	156986693	RPPH1-3P	ENSG00000252350	ribozyme
chr4	158395394	158395534	RNU4-79P	ENSG00000199634	snRNA
chr4	165252580	165252661	RNU4-87P	ENSG00000200974	snRNA
chr4	166312935	166313034	Y_RNA	ENSG00000206711	misc_RNA
chr4	164620732	164620837	RNU6-284P	ENSG00000223037	snRNA
chr4	152264150	152264445	RN7SL446P	ENSG00000244544	misc_RNA
chr4	167662986	167663302	RN7SKP188	ENSG00000222721	misc_RNA
chr4	166053187	166053287	RNA5SP170	ENSG00000252959	rRNA_pseudogene
chr4	170891467	170891597	RNU6ATAC13P	ENSG00000251961	snRNA
chr4	165386242	165386337	MIR578	ENSG00000207559	miRNA
chr4	163828800	163829113	RN7SKP105	ENSG00000253001	misc_RNA
chr4	157768013	157768113	Y_RNA	ENSG00000200521	misc_RNA
chr4	168686608	168686716	RNU6-1336P	ENSG00000206613	snRNA
chr4	168885355	168885461	RNU6-853P	ENSG00000201176	snRNA
chr4	169005249	169005344	RNY4P17	ENSG00000201818	misc_RNA
chr4	171186184	171186292	MIR6082	ENSG00000278502	miRNA
chr4	152536428	152536516	MIR4453	ENSG00000283792	miRNA
chr4	167400495	167400762	RN7SL776P	ENSG00000240772	misc_RNA
chr4	173141643	173141938	RN7SL253P	ENSG00000241652	misc_RNA
chr4	177457111	177457228	RNA5SP172	ENSG00000201931	rRNA
chr4	178116721	178116861	RNU1-45P	ENSG00000253000	snRNA
chr4	177181442	177181741	RN7SKP136	ENSG00000222859	misc_RNA
chr4	166918364	166918478	RNA5SP171	ENSG00000212373	rRNA_pseudogene
chr4	178406695	178406830	RNA5SP173	ENSG00000201727	rRNA_pseudogene
chr4	163093574	163093628	MIR4454	ENSG00000283468	miRNA
chr4	181834865	181835108	RN7SKP13	ENSG00000251742	misc_RNA
chr4	183675603	183675715	RNU6-335P	ENSG00000201433	snRNA
chr4	183705931	183706031	RNU6-1053P	ENSG00000251739	snRNA
chr4	184431966	184432049	SNORD79	ENSG00000251878	snoRNA
chr4	183653572	183653676	RNU6-479P	ENSG00000252157	snRNA
chr4	184278936	184279233	RN7SL28P	ENSG00000244512	misc_RNA
chr4	182169293	182169378	MIR1305	ENSG00000221227	miRNA
chr4	182548659	182548779	RNU2-34P	ENSG00000252343	snRNA
chr4	154787118	154787278	RNU2-66P	ENSG00000222582	snRNA
chr4	182631454	182631688	RN7SKP67	ENSG00000251714	misc_RNA
chr4	154790291	154790484	RNU2-44P	ENSG00000252604	snRNA
chr4	174423795	174423864	MIR4276	ENSG00000265846	miRNA
chr4	185415973	185416086	Y_RNA	ENSG00000207231	misc_RNA
chr4	190017696	190017814	RNA5SP175	ENSG00000201145	rRNA_pseudogene
chr4	188121531	188121634	RNU6-173P	ENSG00000201085	snRNA
chr4	189709539	189709714	RNU1-51P	ENSG00000202215	snRNA
chr4	186501109	186501215	RNU6-1055P	ENSG00000212387	snRNA
chr4	190015138	190015255	RNA5SP174	ENSG00000199572	rRNA_pseudogene
chr4	188716665	188716725	RNU7-192P	ENSG00000252275	snRNA
chr4	185709873	185709967	Y_RNA	ENSG00000207497	misc_RNA
chr4	47847233	47914667	NFXL1	ENSG00000170448	protein_coding
chr4	47914142	48040173	NIPAL1	ENSG00000163293	protein_coding
chr4	48066393	48134250	TXK	ENSG00000074966	protein_coding
chr4	48106081	48106188	RNU6-838P	ENSG00000200269	snRNA
chr4	48109353	48109410	U6	ENSG00000283499	snRNA
chr4	48153434	48153535	Y_RNA	ENSG00000202014	misc_RNA
chr4	52590960	52659301	USP46	ENSG00000109189	protein_coding
chr4	52659406	52661668	USP46-DT	ENSG00000248866	lncRNA
chr4	52712394	52866821	LINC01618	ENSG00000250302	lncRNA
chr4	52712682	52712747	MIR4449	ENSG00000264585	miRNA
chr4	52713249	52713370	SNORA26	ENSG00000212588	snoRNA
chr4	52722618	52751586	ERVMER34-1	ENSG00000226887	protein_coding
chr4	52786537	52786638	Y_RNA	ENSG00000199901	misc_RNA
chr4	52862317	52866835	RASL11B	ENSG00000128045	protein_coding
chr4	5426885	5426984	Y_RNA	ENSG00000252266	misc_RNA
chr4	5458581	5458881	RN7SKP275	ENSG00000201496	misc_RNA
chr4	5524569	5527801	LINC01587	ENSG00000082929	lncRNA
chr4	122087508	122087811	RN7SL335P	ENSG00000241037	misc_RNA
chr4	122378966	122429802	ADAD1	ENSG00000164113	protein_coding
chr4	164754064	164803795	SMIM31	ENSG00000248771	protein_coding
chr4	164787290	164787396	RNU6-668P	ENSG00000201050	snRNA
chr4	164877178	164898965	APELA	ENSG00000248329	protein_coding
chr4	164915565	164916983	TRIM60P14	ENSG00000250227	processed_pseudogene
chr4	164929494	164929951	FAM218BP	ENSG00000221891	processed_pseudogene
chr4	164943290	164943937	NACA3P	ENSG00000121089	processed_pseudogene
chr4	164954446	164977668	TRIM61	ENSG00000183439	protein_coding
chr4	164956948	164959122	FAM218A	ENSG00000250486	lncRNA
chr4	165016458	165041749	TRIM60	ENSG00000176979	protein_coding
chr4	165053864	165060554	TRIM75P	ENSG00000250374	protein_coding
chr4	70518569	70532743	AMTN	ENSG00000187689	protein_coding
chr4	70628744	70646824	ENAM	ENSG00000132464	protein_coding
chr4	70688532	70690551	UTP3	ENSG00000132467	protein_coding
chr4	70701755	70701858	RNU6-520P	ENSG00000207448	snRNA
chr4	70703018	70703123	RNU6-784P	ENSG00000207058	snRNA
chr4	70704204	70808619	RUFY3	ENSG00000018189	protein_coding
chr4	70848136	70848218	U6	ENSG00000283313	snRNA
chr4	70852130	70852240	RNU6-891P	ENSG00000207007	snRNA
chr4	9153296	9165451	FAM86KP	ENSG00000163612	unprocessed_pseudogene
chr4	9166297	9170270	ALG1L14P	ENSG00000250268	unprocessed_pseudogene
chr4	9170409	9176730	FAM90A26	ENSG00000229924	protein_coding
chr4	9210657	9212249	USP17L10	ENSG00000231396	protein_coding
chr4	9215405	9216997	USP17L11	ENSG00000233136	protein_coding
chr4	9220152	9221744	USP17L12	ENSG00000227551	protein_coding
chr4	9224896	9226488	USP17L13	ENSG00000232399	protein_coding
chr4	9243879	9245471	USP17L17	ENSG00000249104	protein_coding
chr4	9248630	9250222	USP17L18	ENSG00000250844	protein_coding
chr4	9272364	9272914	USP17L23	ENSG00000250913	protein_coding
chr4	9339403	9340995	USP17L5	ENSG00000227140	protein_coding
chr4	9344148	9345740	USP17L27	ENSG00000235780	protein_coding
chr4	9348893	9350485	USP17L28	ENSG00000231051	protein_coding
chr4	9353638	9355230	USP17L29	ENSG00000231637	protein_coding
chr4	9363129	9364721	USP17L30	ENSG00000228856	protein_coding
chr4	9399204	9403565	DEFB108F	ENSG00000188438	unprocessed_pseudogene
chr4	9411178	9411253	RNA5SP153	ENSG00000252307	rRNA_pseudogene
chr4	9422313	9429702	DEFB130D	ENSG00000232773	unprocessed_pseudogene
chr4	9258124	9259716	USP17L20	ENSG00000250745	protein_coding
chr4	9262872	9264464	USP17L21	ENSG00000249811	protein_coding
chr4	9267619	9269211	USP17L22	ENSG00000248933	protein_coding
chr4	9325165	9326757	USP17L24	ENSG00000232264	protein_coding
chr4	9329911	9331503	USP17L25	ENSG00000230430	protein_coding
chr4	9334658	9336250	USP17L26	ENSG00000229579	protein_coding
chr4	9229641	9231233	USP17L14P	ENSG00000249482	unprocessed_pseudogene
chr4	9239130	9240722	USP17L16P	ENSG00000250231	unprocessed_pseudogene
chr4	9253378	9254970	USP17L19	ENSG00000248920	protein_coding
chr4	9358383	9359975	USP17L9P	ENSG00000251694	unprocessed_pseudogene
chr4	9367874	9369070	USP17L6P	ENSG00000205946	unprocessed_pseudogene
chr4	106433489	106453449	LINC02173	ENSG00000249613	lncRNA
chr4	106357392	106368778	GIMD1	ENSG00000250298	protein_coding
chr4	52712325	52723623	DANCR	ENSG00000226950	lncRNA
chr4	122888697	122922968	NUDT6	ENSG00000170917	protein_coding
chr4	122826708	122898236	FGF2	ENSG00000138685	protein_coding
chr4	153265662	153265755	RNU6-1196P	ENSG00000252030	snRNA
chr4	153266909	153267010	Y_RNA	ENSG00000201786	misc_RNA
chr4	153307792	153308717	ANXA2P1	ENSG00000213406	processed_pseudogene
chr4	153381729	153382015	RN7SL419P	ENSG00000243883	misc_RNA
chr4	52020706	52038299	SGCB	ENSG00000163069	protein_coding
chr4	89700345	89838315	SNCA	ENSG00000145335	protein_coding
chr4	67737118	67754388	GNRHR	ENSG00000109163	protein_coding
chr4	122451470	122456725	IL2	ENSG00000109471	protein_coding
chr4	98261384	98443858	RAP1GDS1	ENSG00000138698	protein_coding
chr4	73052362	73069755	COX18	ENSG00000163626	protein_coding
chr4	56505209	56524959	ARL9	ENSG00000196503	protein_coding
chr4	127917799	127966034	MFSD8	ENSG00000164073	protein_coding
chr4	93828753	93830964	ATOH1	ENSG00000172238	protein_coding
chr4	119135832	119187789	MYOZ2	ENSG00000172399	protein_coding
chr4	2269582	2418651	ZFYVE28	ENSG00000159733	protein_coding
chr4	70902326	71022449	MOB1B	ENSG00000173542	protein_coding
chr4	75556048	75565871	ODAPH	ENSG00000174792	protein_coding
chr4	173268160	173268233	MIR548T	ENSG00000221296	miRNA
chr4	173331376	173334432	HMGB2	ENSG00000164104	protein_coding
chr4	173369969	173377532	SAP30	ENSG00000164105	protein_coding
chr4	173384701	173406380	SCRG1	ENSG00000164106	protein_coding
chr4	173419245	173420137	RPL5P11	ENSG00000242882	processed_pseudogene
chr4	173446603	173446704	RNU6-1096P	ENSG00000252898	snRNA
chr4	173524969	173530229	HAND2	ENSG00000164107	protein_coding
chr4	173615936	173616906	MORF4	ENSG00000234801	processed_pseudogene
chr4	173633728	173634371	RANP6	ENSG00000213370	processed_pseudogene
chr4	17552117	17552752	NACAP5	ENSG00000249488	processed_pseudogene
chr4	17586267	17614585	MED28-DT	ENSG00000249502	lncRNA
chr4	17614641	17634105	MED28	ENSG00000118579	protein_coding
chr4	17629306	17781621	FAM184B	ENSG00000047662	protein_coding
chr4	17800655	17810758	DCAF16	ENSG00000163257	protein_coding
chr4	17810979	17844865	NCAPG	ENSG00000109805	protein_coding
chr4	17841199	18021876	LCORL	ENSG00000178177	protein_coding
chr4	17911674	17912976	KRT18P63	ENSG00000235413	processed_pseudogene
chr4	139015781	139045939	NOCT	ENSG00000151014	protein_coding
chr4	139055475	139055578	RNU6-531P	ENSG00000252503	snRNA
chr4	139100377	139100658	RN7SL382P	ENSG00000240723	misc_RNA
chr4	139114930	139115374	PPP1R14BP3	ENSG00000179967	processed_pseudogene
chr4	139155153	139155444	Metazoa_SRP	ENSG00000276396	misc_RNA
chr4	139185441	139185746	RN7SL311P	ENSG00000265892	misc_RNA
chr4	139200395	139200513	Y_RNA	ENSG00000207384	misc_RNA
chr4	139231026	139231119	RNU6-506P	ENSG00000252362	snRNA
chr4	139256657	139256760	RNU6-1074P	ENSG00000206722	snRNA
chr4	139266165	139280225	MGARP	ENSG00000137463	protein_coding
chr4	139266880	139302551	NDUFC1	ENSG00000109390	protein_coding
chr4	139301505	139420033	NAA15	ENSG00000164134	protein_coding
chr4	139318378	139318486	RNU6-1214P	ENSG00000200520	snRNA
chr4	139453232	139476609	RAB33B	ENSG00000172007	protein_coding
chr4	1683420	1683529	Y_RNA	ENSG00000207009	misc_RNA
chr4	1692731	1712344	SLBP	ENSG00000163950	protein_coding
chr4	1715952	1721358	TMEM129	ENSG00000168936	protein_coding
chr4	1811479	1856156	LETM1	ENSG00000168924	protein_coding
chr4	15778275	15853232	CD38	ENSG00000004468	protein_coding
chr4	15864938	15865940	HPRT1P1	ENSG00000251644	processed_pseudogene
chr4	15935577	15938740	FGFBP1	ENSG00000137440	protein_coding
chr4	15960245	15969309	FGFBP2	ENSG00000137441	protein_coding
chr4	15963076	16084378	PROM1	ENSG00000007062	protein_coding
chr4	16160505	16227410	TAPT1	ENSG00000169762	protein_coding
chr4	125362819	125362929	Y_RNA	ENSG00000201297	misc_RNA
chr4	125507259	125507307	MIR2054	ENSG00000283550	miRNA
chr4	125681177	125683668	NUP58P1	ENSG00000251436	processed_pseudogene
chr4	122923070	123319433	SPATA5	ENSG00000145375	protein_coding
chr4	123396795	123403760	SPRY1	ENSG00000164056	protein_coding
chr4	123505279	123527525	LINC02435	ENSG00000251526	lncRNA
chr4	56710060	56710614	RPL17P20	ENSG00000241250	processed_pseudogene
chr4	56794348	56794642	RN7SL492P	ENSG00000240545	misc_RNA
chr4	56805834	56806131	RN7SL357P	ENSG00000265894	misc_RNA
chr4	56810422	56810681	Metazoa_SRP	ENSG00000278226	misc_RNA
chr4	56818218	56818314	Y_RNA	ENSG00000251799	misc_RNA
chr4	56963350	56977606	NOA1	ENSG00000084092	protein_coding
chr4	56977722	57031158	POLR2B	ENSG00000047315	protein_coding
chr4	57002692	57002792	RNU6-998P	ENSG00000251703	snRNA
chr4	57030773	57110385	IGFBP7	ENSG00000163453	protein_coding
chr4	57072683	57073132	UBE2CP3	ENSG00000250384	processed_pseudogene
chr4	56907876	56966808	REST	ENSG00000084093	protein_coding
chr4	186533655	186555567	MTNR1A	ENSG00000168412	protein_coding
chr4	121667946	121696995	ANXA5	ENSG00000164111	protein_coding
chr4	121764585	121766814	PP12613	ENSG00000226757	lncRNA
chr4	121801318	121817021	EXOSC9	ENSG00000123737	protein_coding
chr4	121816444	121823883	CCNA2	ENSG00000145386	protein_coding
chr4	121824329	121870487	BBS7	ENSG00000138686	protein_coding
chr4	121870583	121872848	BBS7-DT	ENSG00000261501	lncRNA
chr4	121874481	121952060	TRPC3	ENSG00000138741	protein_coding
chr4	15604381	15681679	FBXL5	ENSG00000118564	protein_coding
chr4	15681662	15690447	FAM200B	ENSG00000237765	protein_coding
chr4	15703065	15738313	BST1	ENSG00000109743	protein_coding
chr4	69791872	69813888	SULT1D1P	ENSG00000236959	transcribed_unitary_pseudogene
chr4	69841212	69860145	SULT1E1	ENSG00000109193	protein_coding
chr4	69931068	69946574	CSN1S1	ENSG00000126545	protein_coding
chr4	69995966	70002570	STATH	ENSG00000126549	protein_coding
chr4	70050438	70058848	HTN1	ENSG00000126550	protein_coding
chr4	70067386	70085290	CSN1S2AP	ENSG00000234124	transcribed_unitary_pseudogene
chr4	70133616	70176799	PRR27	ENSG00000187533	protein_coding
chr4	70028455	70036538	HTN3	ENSG00000205649	protein_coding
chr4	70655541	70681817	JCHAIN	ENSG00000132465	protein_coding
chr4	76894152	76898144	SOWAHB	ENSG00000186212	protein_coding
chr4	76958860	76959169	TXNP6	ENSG00000234036	processed_pseudogene
chr4	77047155	77076309	CCNI	ENSG00000118816	protein_coding
chr4	77082403	77083126	RPL7P17	ENSG00000214062	processed_pseudogene
chr4	77150328	77150437	RNU6-1187P	ENSG00000201641	snRNA
chr4	39399149	39399248	RNU6-887P	ENSG00000222592	snRNA
