chrom	start	end	gene_symbol	gene_id	gene_biotype
chr5	42799880	42887392	SELENOP	ENSG00000250722	protein_coding
chr5	43039233	43043170	ANXA2R	ENSG00000177721	protein_coding
chr5	43065176	43192021	ZNF131	ENSG00000172262	protein_coding
chr5	43192071	43280850	NIM1K	ENSG00000177453	protein_coding
chr5	43287470	43313512	HMGCS1	ENSG00000112972	protein_coding
chr5	43376645	43412391	CCL28	ENSG00000151882	protein_coding
chr5	43444252	43483893	TMEM267	ENSG00000151881	protein_coding
chr5	43486709	43515148	C5orf34	ENSG00000172244	protein_coding
chr5	43526267	43557758	PAIP1	ENSG00000172239	protein_coding
chr5	43602692	43707405	NNT	ENSG00000112992	protein_coding
chr5	44300247	44389706	FGF10	ENSG00000070193	protein_coding
chr5	44808947	44820428	MRPS30	ENSG00000112996	protein_coding
chr5	45254948	45696498	HCN1	ENSG00000164588	protein_coding
chr5	50396192	50443248	EMB	ENSG00000170571	protein_coding
chr5	50665899	50846519	PARP8	ENSG00000151883	protein_coding
chr5	51383448	51394730	ISL1	ENSG00000016082	protein_coding
chr5	52787916	52959209	ITGA1	ENSG00000213949	protein_coding
chr5	52787916	52804044	PELO	ENSG00000152684	protein_coding
chr5	52989340	53094779	ITGA2	ENSG00000164171	protein_coding
chr5	53095679	53110063	MOCS2	ENSG00000164172	protein_coding
chr5	53480626	53487134	FST	ENSG00000134363	protein_coding
chr5	53560633	53683338	NDUFS4	ENSG00000164258	protein_coding
chr5	53883942	54310582	ARL15	ENSG00000185305	protein_coding
chr5	54455699	54456377	HSPB3	ENSG00000169271	protein_coding
chr5	54517759	54546586	SNX18	ENSG00000178996	protein_coding
chr5	54977867	55022671	ESM1	ENSG00000164283	protein_coding
chr5	55024256	55034570	GZMK	ENSG00000113088	protein_coding
chr5	55102646	55110252	GZMA	ENSG00000145649	protein_coding
chr5	55112971	55173177	CDC20B	ENSG00000164287	protein_coding
chr5	55160167	55167297	GPX8	ENSG00000164294	protein_coding
chr5	55219564	55227315	MCIDAS	ENSG00000234602	protein_coding
chr5	55231152	55233608	CCNO	ENSG00000152669	protein_coding
chr5	55256055	55307694	DHX29	ENSG00000067248	protein_coding
chr5	55307989	55425579	MTREX	ENSG00000039123	protein_coding
chr5	55424854	55534969	PLPP1	ENSG00000067113	protein_coding
chr5	55625845	55773194	SLC38A9	ENSG00000177058	protein_coding
chr5	55738017	55817157	DDX4	ENSG00000152670	protein_coding
chr5	55851357	55922854	IL31RA	ENSG00000164509	protein_coding
chr5	55935095	55995022	IL6ST	ENSG00000134352	protein_coding
chr5	56099680	56233330	ANKRD55	ENSG00000164512	protein_coding
chr5	56815549	56896152	MAP3K1	ENSG00000095015	protein_coding
chr5	56909260	56925532	SETD9	ENSG00000155542	protein_coding
chr5	56919602	56971675	MIER3	ENSG00000155545	protein_coding
chr5	57173948	57264679	GPBP1	ENSG00000062194	protein_coding
chr5	57480018	57482811	ACTBL2	ENSG00000169067	protein_coding
chr5	58453982	58460139	PLK2	ENSG00000145632	protein_coding
chr5	58491435	58497090	GAPT	ENSG00000175857	protein_coding
chr5	58582221	58859394	RAB3C	ENSG00000152932	protein_coding
chr5	58969038	60522120	PDE4D	ENSG00000113448	protein_coding
chr5	60596912	60700190	DEPDC1B	ENSG00000035499	protein_coding
chr5	60751791	60844274	ELOVL7	ENSG00000164181	protein_coding
chr5	60866454	60945073	ERCC8	ENSG00000049167	protein_coding
chr5	60945177	61154531	NDUFAF2	ENSG00000164182	protein_coding
chr5	61157704	61162468	SMIM15	ENSG00000188725	protein_coding
chr5	61332258	61546172	ZSWIM6	ENSG00000130449	protein_coding
chr5	62306162	62391025	KIF2A	ENSG00000068796	protein_coding
chr5	62347284	62403943	DIMT1	ENSG00000086189	protein_coding
chr5	62403972	62628582	IPO11	ENSG00000086200	protein_coding
chr5	62578819	62581446	LRRC70	ENSG00000186105	protein_coding
chr5	63957874	63962507	HTR1A	ENSG00000178394	protein_coding
chr5	64165843	64372869	RNF180	ENSG00000164197	protein_coding
chr5	64506015	64612319	RGS7BP	ENSG00000186479	protein_coding
chr5	64690442	64718190	SHISAL2B	ENSG00000145642	protein_coding
chr5	64718148	64768691	SREK1IP1	ENSG00000153006	protein_coding
chr5	64766368	65102412	CWC27	ENSG00000153015	protein_coding
chr5	65148738	65481920	ADAMTS6	ENSG00000049192	protein_coding
chr5	65517766	65563168	CENPK	ENSG00000123219	protein_coding
chr5	65563236	65587549	PPWD1	ENSG00000113593	protein_coding
chr5	65589690	65625975	TRIM23	ENSG00000113595	protein_coding
chr5	65625004	65666233	TRAPPC13	ENSG00000113597	protein_coding
chr5	65625027	65630928	SHLD3	ENSG00000253251	protein_coding
chr5	65665928	65723035	SGTB	ENSG00000197860	protein_coding
chr5	65722205	65871725	NLN	ENSG00000123213	protein_coding
chr5	65926556	66082546	ERBIN	ENSG00000112851	protein_coding
chr5	66139971	66183615	SREK1	ENSG00000153914	protein_coding
chr5	66596380	67169593	MAST4	ENSG00000069020	protein_coding
chr5	67179613	67196799	CD180	ENSG00000134061	protein_coding
chr5	68215756	68301821	PIK3R1	ENSG00000145675	protein_coding
chr5	69093991	69131069	SLC30A5	ENSG00000145740	protein_coding
chr5	69167135	69178245	CCNB1	ENSG00000134057	protein_coding
chr5	69189574	69210357	CENPH	ENSG00000153044	protein_coding
chr5	69217760	69230158	MRPS36	ENSG00000134056	protein_coding
chr5	69234795	69277430	CDK7	ENSG00000134058	protein_coding
chr5	69280175	69332809	CCDC125	ENSG00000183323	protein_coding
chr5	69350984	69370013	AK6	ENSG00000085231	protein_coding
chr5	69362026	69370013	TAF9	ENSG00000273841	protein_coding
chr5	69369293	69414801	RAD17	ENSG00000152942	protein_coding
chr5	69415065	69444330	MARVELD2	ENSG00000152939	protein_coding
chr5	69492292	69558104	OCLN	ENSG00000197822	protein_coding
chr5	69560191	69595221	GTF2H2C	ENSG00000183474	protein_coding
chr5	70025247	70043113	SERF1B	ENSG00000205572	protein_coding
chr5	70049638	70078522	SMN2	ENSG00000205571	protein_coding
chr5	70900669	70918530	SERF1A	ENSG00000172058	protein_coding
chr5	70925030	70953942	SMN1	ENSG00000172062	protein_coding
chr5	70968166	71025339	NAIP	ENSG00000249437	protein_coding
chr5	71032670	71067689	GTF2H2	ENSG00000145736	protein_coding
chr5	71455651	71567820	BDP1	ENSG00000145734	protein_coding
chr5	71579531	71658706	MCCC2	ENSG00000131844	protein_coding
chr5	71719275	71721048	CARTPT	ENSG00000164326	protein_coding
chr5	72107234	72209565	MAP1B	ENSG00000131711	protein_coding
chr5	72219403	72320646	MRPS27	ENSG00000113048	protein_coding
chr5	72320367	72368395	PTCD2	ENSG00000049883	protein_coding
chr5	72439903	72507410	ZNF366	ENSG00000178175	protein_coding
chr5	72816312	72916733	TNPO1	ENSG00000083312	protein_coding
chr5	72956041	73090522	FCHO2	ENSG00000157107	protein_coding
chr5	73120569	73131809	TMEM171	ENSG00000157111	protein_coding
chr5	73173193	73175143	TMEM174	ENSG00000164325	protein_coding
chr5	73444827	73448777	FOXD1	ENSG00000251493	protein_coding
chr5	73498408	73505667	BTF3	ENSG00000145741	protein_coding
chr5	73552190	73565667	ANKRA2	ENSG00000164331	protein_coding
chr5	73565443	73583380	UTP15	ENSG00000164338	protein_coding
chr5	73626158	73941993	ARHGEF28	ENSG00000214944	protein_coding
chr5	74627406	74641424	ENC1	ENSG00000171617	protein_coding
chr5	74640023	74722647	HEXB	ENSG00000049860	protein_coding
chr5	74721206	74767147	GFM2	ENSG00000164347	protein_coding
chr5	74766991	74780113	NSA2	ENSG00000164346	protein_coding
chr5	74777574	74866966	FAM169A	ENSG00000198780	protein_coding
chr5	75025346	75052558	GCNT4	ENSG00000176928	protein_coding
chr5	75068275	75236911	ANKRD31	ENSG00000145700	protein_coding
chr5	75336329	75364001	HMGCR	ENSG00000113161	protein_coding
chr5	75356345	75512138	CERT1	ENSG00000113163	protein_coding
chr5	75511756	75601144	POLK	ENSG00000122008	protein_coding
chr5	75611182	75681773	ANKDD1B	ENSG00000189045	protein_coding
chr5	75674124	75717448	POC5	ENSG00000152359	protein_coding
chr5	76083383	76353939	SV2C	ENSG00000122012	protein_coding
chr5	76403285	76708132	IQGAP2	ENSG00000145703	protein_coding
chr5	76615482	76623413	F2RL2	ENSG00000164220	protein_coding
chr5	76716126	76735770	F2R	ENSG00000181104	protein_coding
chr5	76818933	76835315	F2RL1	ENSG00000164251	protein_coding
chr5	76850001	76921650	S100Z	ENSG00000171643	protein_coding
chr5	76953045	76981158	CRHBP	ENSG00000145708	protein_coding
chr5	77029251	77065234	AGGF1	ENSG00000164252	protein_coding
chr5	77072072	77087285	ZBED3	ENSG00000132846	protein_coding
chr5	77210449	77428256	PDE8B	ENSG00000113231	protein_coding
chr5	77425970	77620611	WDR41	ENSG00000164253	protein_coding
chr5	77628712	77638713	OTP	ENSG00000171540	protein_coding
chr5	77691166	77868780	TBCA	ENSG00000171530	protein_coding
chr5	78002326	78294698	AP3B1	ENSG00000132842	protein_coding
chr5	78360611	78480739	SCAMP1	ENSG00000085365	protein_coding
chr5	78485215	78770021	LHFPL2	ENSG00000145685	protein_coding
chr5	78777209	78986087	ARSB	ENSG00000113273	protein_coding
chr5	78997564	79236038	DMGDH	ENSG00000132837	protein_coding
chr5	79069767	79090069	BHMT2	ENSG00000132840	protein_coding
chr5	79111809	79132288	BHMT	ENSG00000145692	protein_coding
chr5	79236131	79327211	JMY	ENSG00000152409	protein_coding
chr5	79372636	79514134	HOMER1	ENSG00000152413	protein_coding
chr5	79612120	79688246	TENT2	ENSG00000164329	protein_coding
chr5	79689836	79800240	CMYA5	ENSG00000164309	protein_coding
chr5	79976716	79991262	MTX3	ENSG00000177034	protein_coding
chr5	79991311	80083287	THBS4	ENSG00000113296	protein_coding
chr5	80111651	80256048	SERINC5	ENSG00000164300	protein_coding
chr5	80319625	80321842	SPZ1	ENSG00000164299	protein_coding
chr5	80408013	80483379	ZFYVE16	ENSG00000039319	protein_coding
chr5	80487969	80542563	FAM151B	ENSG00000152380	protein_coding
chr5	80556755	80570280	ANKRD34B	ENSG00000189127	protein_coding
chr5	80626226	80654983	DHFR	ENSG00000228716	protein_coding
chr5	80654652	80876815	MSH3	ENSG00000113318	protein_coding
chr5	80960363	81230162	RASGRF2	ENSG00000113319	protein_coding
chr5	81233320	81266398	CKMT2	ENSG00000131730	protein_coding
chr5	81301587	81313297	ZCCHC9	ENSG00000131732	protein_coding
chr5	81329996	81394179	ACOT12	ENSG00000172497	protein_coding
chr5	81412804	81751797	SSBP2	ENSG00000145687	protein_coding
chr5	81972023	82276857	ATG10	ENSG00000152348	protein_coding
chr5	82273320	82278396	RPS23	ENSG00000186468	protein_coding
chr5	83052846	83077863	TMEM167A	ENSG00000174695	protein_coding
chr5	83077498	83353787	XRCC4	ENSG00000152422	protein_coding
chr5	83471618	83582303	VCAN	ENSG00000038427	protein_coding
chr5	83637805	83720855	HAPLN1	ENSG00000145681	protein_coding
chr5	83940554	84384880	EDIL3	ENSG00000164176	protein_coding
chr5	86617928	86620962	COX7C	ENSG00000127184	protein_coding
chr5	87267883	87391931	RASA1	ENSG00000145715	protein_coding
chr5	87318416	87412930	CCNH	ENSG00000134480	protein_coding
chr5	88189633	88269476	TMEM161B	ENSG00000164180	protein_coding
chr5	88717117	88904257	MEF2C	ENSG00000081189	protein_coding
chr5	90392257	90409766	CETN3	ENSG00000153140	protein_coding
chr5	90458209	90474771	MBLAC2	ENSG00000176055	protein_coding
chr5	90471748	90514557	POLR3G	ENSG00000113356	protein_coding
chr5	90515611	90529584	LYSMD3	ENSG00000176018	protein_coding
chr5	90529344	91164437	ADGRV1	ENSG00000164199	protein_coding
chr5	91368631	91383317	ARRDC3	ENSG00000113369	protein_coding
chr5	93583222	93594611	NR2F1	ENSG00000175745	protein_coding
chr5	93617725	94111699	FAM172A	ENSG00000113391	protein_coding
chr5	93733220	93741600	POU5F2	ENSG00000248483	protein_coding
chr5	94150851	94618604	KIAA0825	ENSG00000185261	protein_coding
chr5	94618669	94739436	SLF1	ENSG00000133302	protein_coding
chr5	94703690	95285094	MCTP1	ENSG00000175471	protein_coding
chr5	95391366	95450454	FAM81B	ENSG00000153347	protein_coding
chr5	95461755	95554977	TTC37	ENSG00000198677	protein_coding
chr5	95555101	95605102	ARSK	ENSG00000164291	protein_coding
chr5	95620087	95622142	GPR150	ENSG00000178015	protein_coding
chr5	95646754	95684773	RFESD	ENSG00000175449	protein_coding
chr5	95652181	95698711	SPATA9	ENSG00000145757	protein_coding
chr5	95713522	95824383	RHOBTB3	ENSG00000164292	protein_coding
chr5	95751319	95822726	GLRX	ENSG00000173221	protein_coding
chr5	95885098	95961851	ELL2	ENSG00000118985	protein_coding
chr5	96390333	96434143	PCSK1	ENSG00000175426	protein_coding
chr5	96525267	96779595	CAST	ENSG00000153113	protein_coding
chr5	96760810	96808100	ERAP1	ENSG00000164307	protein_coding
chr5	96875986	96919703	ERAP2	ENSG00000164308	protein_coding
chr5	96935394	97037513	LNPEP	ENSG00000113441	protein_coding
chr5	97091867	97142753	LIX1	ENSG00000145721	protein_coding
chr5	97160867	97183247	RIOK2	ENSG00000058729	protein_coding
chr5	98768650	98798643	RGMB	ENSG00000174136	protein_coding
chr5	98853985	98929007	CHD1	ENSG00000153922	protein_coding
chr5	100535374	100586741	FAM174A	ENSG00000174132	protein_coding
chr5	100806933	100903282	ST8SIA4	ENSG00000113532	protein_coding
chr5	102233986	102296284	SLCO4C1	ENSG00000173930	protein_coding
chr5	102371774	102499016	SLCO6A1	ENSG00000205359	protein_coding
chr5	102753981	103029730	PAM	ENSG00000145730	protein_coding
chr5	103086000	103120138	GIN1	ENSG00000145723	protein_coding
chr5	103120149	103212799	PPIP5K2	ENSG00000145725	protein_coding
chr5	103258763	103278660	MACIR	ENSG00000181751	protein_coding
chr5	103548855	103562790	NUDT12	ENSG00000112874	protein_coding
chr5	107376894	107670937	EFNA5	ENSG00000184349	protein_coding
chr5	107859035	108382098	FBXL17	ENSG00000145743	protein_coding
chr5	108747841	109196841	FER	ENSG00000151422	protein_coding
chr5	109334713	109409974	PJA2	ENSG00000198961	protein_coding
chr5	109689927	109869625	MAN2A1	ENSG00000112893	protein_coding
chr5	110289233	110738956	TMEM232	ENSG00000186952	protein_coding
chr5	110738136	110765161	SLC25A46	ENSG00000164209	protein_coding
chr5	111070062	111078026	TSLP	ENSG00000145777	protein_coding
chr5	111092321	111130502	WDR36	ENSG00000134987	protein_coding
chr5	111223653	111494886	CAMK4	ENSG00000152495	protein_coding
chr5	111496033	111512590	STARD4	ENSG00000164211	protein_coding
chr5	111662621	111997464	NREP	ENSG00000134986	protein_coding
chr5	112142441	112419313	EPB41L4A	ENSG00000129595	protein_coding
chr5	112707498	112846239	APC	ENSG00000134982	protein_coding
chr5	112861188	112898371	SRP19	ENSG00000153037	protein_coding
chr5	112876385	112922289	REEP5	ENSG00000129625	protein_coding
chr5	112976702	113022195	DCP2	ENSG00000172795	protein_coding
chr5	113022099	113488823	MCC	ENSG00000171444	protein_coding
chr5	113432553	113434989	TSSK1B	ENSG00000212122	protein_coding
chr5	113513694	113595285	YTHDC2	ENSG00000047188	protein_coding
chr5	114055926	114496500	KCNN2	ENSG00000080709	protein_coding
chr5	115124762	115180546	TRIM36	ENSG00000152503	protein_coding
chr5	115204012	115262877	PGGT1B	ENSG00000164219	protein_coding
chr5	115267190	115296693	CCDC112	ENSG00000164221	protein_coding
chr5	115520908	115544775	FEM1C	ENSG00000145780	protein_coding
chr5	115578496	115602479	TICAM2	ENSG00000243414	protein_coding
chr5	115578642	115626161	TMED7-TICAM2	ENSG00000251201	protein_coding
chr5	115613210	115632992	TMED7	ENSG00000134970	protein_coding
chr5	115804733	115816659	CDO1	ENSG00000129596	protein_coding
chr5	115828200	115841837	ATG12	ENSG00000145782	protein_coding
chr5	115841592	115914081	AP3S1	ENSG00000177879	protein_coding
chr5	115962454	116027619	LVRN	ENSG00000172901	protein_coding
chr5	116032324	116060118	ARL14EPL	ENSG00000268223	protein_coding
chr5	116085016	116412762	COMMD10	ENSG00000145781	protein_coding
chr5	116443555	116574823	SEMA6A	ENSG00000092421	protein_coding
chr5	118836074	118988547	DTWD2	ENSG00000169570	protein_coding
chr5	119037772	119249138	DMXL1	ENSG00000172869	protein_coding
chr5	119268692	119399688	TNFAIP8	ENSG00000145779	protein_coding
chr5	119452465	119637199	HSD17B4	ENSG00000133835	protein_coding
chr5	119629559	119635822	FAM170A	ENSG00000164334	protein_coding
chr5	120464300	120687332	PRR16	ENSG00000184838	protein_coding
chr5	121851882	121852833	FTMT	ENSG00000181867	protein_coding
chr5	121961975	122075570	SRFBP1	ENSG00000151304	protein_coding
chr5	122063195	122078413	LOX	ENSG00000113083	protein_coding
chr5	122129546	122153569	ZNF474	ENSG00000164185	protein_coding
chr5	122311354	122464219	SNCAIP	ENSG00000064692	protein_coding
chr5	122775079	122834543	SNX2	ENSG00000205302	protein_coding
chr5	122843439	123029354	SNX24	ENSG00000064652	protein_coding
chr5	123023250	123036725	PPIC	ENSG00000168938	protein_coding
chr5	123089241	123194266	PRDM6	ENSG00000061455	protein_coding
chr5	123344890	123423592	CEP120	ENSG00000168944	protein_coding
chr5	123512099	123617045	CSNK1G3	ENSG00000151292	protein_coding
chr5	124636913	124748807	ZNF608	ENSG00000168916	protein_coding
chr5	126360132	126496494	GRAMD2B	ENSG00000155324	protein_coding
chr5	126531200	126595362	ALDH7A1	ENSG00000164904	protein_coding
chr5	126600925	126627252	PHAX	ENSG00000164902	protein_coding
chr5	126631705	126636284	TEX43	ENSG00000196900	protein_coding
chr5	126776623	126837020	LMNB1	ENSG00000113368	protein_coding
chr5	126867714	127030558	MARCHF3	ENSG00000173926	protein_coding
chr5	127045235	127073506	C5orf63	ENSG00000164241	protein_coding
chr5	127290796	127465737	MEGF10	ENSG00000145794	protein_coding
chr5	127517640	127555085	PRRC1	ENSG00000164244	protein_coding
chr5	127649082	127658630	CTXN3	ENSG00000205279	protein_coding
chr5	127703391	127941507	CCDC192	ENSG00000230561	protein_coding
chr5	128083766	128189677	SLC12A2	ENSG00000064651	protein_coding
chr5	128257909	128659185	FBN2	ENSG00000138829	protein_coding
chr5	128538013	129033642	SLC27A6	ENSG00000113396	protein_coding
chr5	129094749	129114028	ISOC1	ENSG00000066583	protein_coding
chr5	129460281	129738683	ADAMTS19	ENSG00000145808	protein_coding
chr5	129748094	129766732	MINAR2	ENSG00000186367	protein_coding
chr5	129904465	130186634	CHSY3	ENSG00000198108	protein_coding
chr5	131155383	131224468	HINT1	ENSG00000169567	protein_coding
chr5	131170944	131205428	LYRM7	ENSG00000186687	protein_coding
chr5	131245493	131398447	CDC42SE2	ENSG00000158985	protein_coding
chr5	131423921	131635231	RAPGEF6	ENSG00000158987	protein_coding
chr5	131641714	131797017	FNIP1	ENSG00000217128	protein_coding
chr5	131806990	131945698	MEIKIN	ENSG00000239642	protein_coding
chr5	131949973	132012243	ACSL6	ENSG00000164398	protein_coding
chr5	132060655	132063204	IL3	ENSG00000164399	protein_coding
chr5	132073789	132076170	CSF2	ENSG00000164400	protein_coding
chr5	132190147	132295315	P4HA2	ENSG00000072682	protein_coding
chr5	132257696	132273454	PDLIM4	ENSG00000131435	protein_coding
chr5	132294394	132344190	SLC22A4	ENSG00000197208	protein_coding
chr5	132369710	132395613	SLC22A5	ENSG00000197375	protein_coding
chr5	132440440	132508719	IRF1	ENSG00000125347	protein_coding
chr5	132541445	132556838	IL5	ENSG00000113525	protein_coding
chr5	132556019	132646349	RAD50	ENSG00000113522	protein_coding
chr5	132656263	132661110	IL13	ENSG00000169194	protein_coding
chr5	132673986	132682678	IL4	ENSG00000113520	protein_coding
chr5	132692628	132737638	KIF3A	ENSG00000131437	protein_coding
chr5	132747426	132754403	CCNI2	ENSG00000205089	protein_coding
chr5	132750819	132807241	SEPTIN8	ENSG00000164402	protein_coding
chr5	132813302	132816786	SOWAHA	ENSG00000198944	protein_coding
chr5	132822141	132830659	SHROOM1	ENSG00000164403	protein_coding
chr5	132861181	132866884	GDF9	ENSG00000164404	protein_coding
chr5	132866630	132868847	UQCRQ	ENSG00000164405	protein_coding
chr5	132873444	132875046	LEAP2	ENSG00000164406	protein_coding
chr5	132875395	132963634	AFF4	ENSG00000072364	protein_coding
chr5	132996985	133026604	ZCCHC10	ENSG00000155329	protein_coding
chr5	133052013	133106449	HSPA4	ENSG00000170606	protein_coding
chr5	133196455	133612541	FSTL4	ENSG00000053108	protein_coding
chr5	133955510	133968674	C5orf15	ENSG00000113583	protein_coding
chr5	133971871	134004975	VDAC1	ENSG00000213585	protein_coding
chr5	134114681	134151865	TCF7	ENSG00000081059	protein_coding
chr5	134148935	134176964	SKP1	ENSG00000113558	protein_coding
chr5	134194332	134226073	PPP2CA	ENSG00000113575	protein_coding
chr5	134286350	134371047	CDKL3	ENSG00000006837	protein_coding
chr5	134371469	134392108	UBE2B	ENSG00000119048	protein_coding
chr5	134402065	134411881	CDKN2AIPNL	ENSG00000237190	protein_coding
chr5	134524312	134583230	JADE2	ENSG00000043143	protein_coding
chr5	134601149	134649271	SAR1B	ENSG00000152700	protein_coding
chr5	134648785	134727909	SEC24A	ENSG00000113615	protein_coding
chr5	134738495	134752157	CAMLG	ENSG00000164615	protein_coding
chr5	134758771	134855133	DDX46	ENSG00000145833	protein_coding
chr5	134845680	134859735	C5orf24	ENSG00000181904	protein_coding
chr5	134874371	134901635	TXNDC15	ENSG00000113621	protein_coding
chr5	134905120	135007959	PCBD2	ENSG00000132570	protein_coding
chr5	134967907	135011696	CATSPER3	ENSG00000152705	protein_coding
chr5	135027734	135034813	PITX1	ENSG00000069011	protein_coding
chr5	135334381	135399914	MACROH2A1	ENSG00000113648	protein_coding
chr5	135444214	135447348	DCANP1	ENSG00000251380	protein_coding
chr5	135444226	135452351	TIFAB	ENSG00000255833	protein_coding
chr5	135534282	135535964	NEUROG1	ENSG00000181965	protein_coding
chr5	135570679	135579279	CXCL14	ENSG00000145824	protein_coding
chr5	135579202	135889770	SLC25A48	ENSG00000145832	protein_coding
chr5	135892246	135895841	IL9	ENSG00000145839	protein_coding
chr5	135922279	135954983	LECT2	ENSG00000145826	protein_coding
chr5	136028988	136063818	TGFBI	ENSG00000120708	protein_coding
chr5	136132845	136188747	SMAD5	ENSG00000113658	protein_coding
chr5	136191468	136193162	SMIM32	ENSG00000271824	protein_coding
chr5	136212745	136365545	TRPC7	ENSG00000069018	protein_coding
chr5	136975298	137598379	SPOCK1	ENSG00000152377	protein_coding
chr5	137617500	137736089	KLHL3	ENSG00000146021	protein_coding
chr5	137745651	137754363	HNRNPA0	ENSG00000177733	protein_coding
chr5	137867858	137887851	MYOT	ENSG00000120729	protein_coding
chr5	137887968	137942747	PKD2L2	ENSG00000078795	protein_coding
chr5	137937960	138051961	FAM13B	ENSG00000031003	protein_coding
chr5	138083990	138092365	WNT8A	ENSG00000061492	protein_coding
chr5	138115175	138139443	NME5	ENSG00000112981	protein_coding
chr5	138139770	138178953	BRD8	ENSG00000112983	protein_coding
chr5	138178719	138187723	KIF20A	ENSG00000112984	protein_coding
chr5	138187650	138213343	CDC23	ENSG00000094880	protein_coding
chr5	138252380	138274621	GFRA3	ENSG00000146013	protein_coding
chr5	138285269	138338355	CDC25C	ENSG00000158402	protein_coding
chr5	138331935	138349729	FAM53C	ENSG00000120709	protein_coding
chr5	138352685	138437028	KDM3B	ENSG00000120733	protein_coding
chr5	138439057	138446969	REEP2	ENSG00000132563	protein_coding
chr5	138465479	138469303	EGR1	ENSG00000120738	protein_coding
chr5	138506095	138543236	ETF1	ENSG00000120705	protein_coding
chr5	138553756	138575675	HSPA9	ENSG00000113013	protein_coding
chr5	138610967	138935034	CTNNA1	ENSG00000044115	protein_coding
chr5	138868921	138875368	LRRTM2	ENSG00000146006	protein_coding
chr5	138946724	139293557	SIL1	ENSG00000120725	protein_coding
chr5	139273752	139331671	MATR3	ENSG00000280987	protein_coding
chr5	139293674	139331677	MATR3	ENSG00000015479	protein_coding
chr5	139341587	139369720	PAIP2	ENSG00000120727	protein_coding
chr5	139367196	139384553	SLC23A1	ENSG00000170482	protein_coding
chr5	139387467	139390081	MZB1	ENSG00000170476	protein_coding
chr5	139390592	139395104	PROB1	ENSG00000228672	protein_coding
chr5	139396563	139404089	SPATA24	ENSG00000170469	protein_coding
chr5	139408588	139444491	DNAJC18	ENSG00000170464	protein_coding
chr5	139448560	139462743	ECSCR	ENSG00000249751	protein_coding
chr5	139471004	139473700	SMIM33	ENSG00000283288	protein_coding
chr5	139475533	139482935	STING1	ENSG00000184584	protein_coding
chr5	139526431	139628434	UBE2D2	ENSG00000131508	protein_coding
chr5	139647299	139683882	CXXC5	ENSG00000171604	protein_coding
chr5	139795808	139844466	PSD2	ENSG00000146005	protein_coding
chr5	139846779	140043299	NRG2	ENSG00000158458	protein_coding
chr5	140107777	140125619	PURA	ENSG00000185129	protein_coding
chr5	140125937	140129392	IGIP	ENSG00000182700	protein_coding
chr5	140175156	140282052	CYSTM1	ENSG00000120306	protein_coding
chr5	140245035	140303113	PFDN1	ENSG00000113068	protein_coding
chr5	140332843	140346603	HBEGF	ENSG00000113070	protein_coding
chr5	140360194	140375141	SLC4A9	ENSG00000113073	protein_coding
chr5	140401814	140539856	ANKHD1	ENSG00000131503	protein_coding
chr5	140401908	140549569	ANKHD1-EIF4EBP3	ENSG00000254996	protein_coding
chr5	140537340	140557677	SRA1	ENSG00000213523	protein_coding
chr5	140547662	140549576	EIF4EBP3	ENSG00000243056	protein_coding
chr5	140558268	140564781	APBB3	ENSG00000113108	protein_coding
chr5	140564446	140569100	SLC35A4	ENSG00000176087	protein_coding
chr5	140631728	140633701	CD14	ENSG00000170458	protein_coding
chr5	140638740	140647771	NDUFA2	ENSG00000131495	protein_coding
chr5	140639435	140645408	TMCO6	ENSG00000113119	protein_coding
chr5	140647058	140662480	IK	ENSG00000113141	protein_coding
chr5	140664868	140674124	WDR55	ENSG00000120314	protein_coding
chr5	140670794	140673576	DND1	ENSG00000256453	protein_coding
chr5	140673035	140691537	HARS1	ENSG00000170445	protein_coding
chr5	140691430	140699305	HARS2	ENSG00000112855	protein_coding
chr5	140698680	140706686	ZMAT2	ENSG00000146007	protein_coding
chr5	140786136	141012347	PCDHA1	ENSG00000204970	protein_coding
chr5	140794852	141012347	PCDHA2	ENSG00000204969	protein_coding
chr5	140801028	141012347	PCDHA3	ENSG00000255408	protein_coding
chr5	140806929	141012347	PCDHA4	ENSG00000204967	protein_coding
chr5	140821604	141012347	PCDHA5	ENSG00000204965	protein_coding
chr5	140827958	141012347	PCDHA6	ENSG00000081842	protein_coding
chr5	140834248	141012347	PCDHA7	ENSG00000204963	protein_coding
chr5	140841187	141012347	PCDHA8	ENSG00000204962	protein_coding
chr5	140847772	141012347	PCDHA9	ENSG00000204961	protein_coding
chr5	140855883	141012347	PCDHA10	ENSG00000250120	protein_coding
chr5	140868183	141012347	PCDHA11	ENSG00000249158	protein_coding
chr5	140875302	141012347	PCDHA12	ENSG00000251664	protein_coding
chr5	140882124	141012347	PCDHA13	ENSG00000239389	protein_coding
chr5	140926299	141012347	PCDHAC1	ENSG00000248383	protein_coding
chr5	140966470	141012347	PCDHAC2	ENSG00000243232	protein_coding
chr5	141051374	141059346	PCDHB1	ENSG00000171815	protein_coding
chr5	141094606	141098703	PCDHB2	ENSG00000112852	protein_coding
chr5	141100473	141103827	PCDHB3	ENSG00000113205	protein_coding
chr5	141121818	141125623	PCDHB4	ENSG00000081818	protein_coding
chr5	141135206	141138615	PCDHB5	ENSG00000113209	protein_coding
chr5	141150057	141153287	PCDHB6	ENSG00000113211	protein_coding
